INCI name,EINECS/ELINCS number,Classification,Penalty,Functions,Other language,Other languages,Origin(s),Food additive,Chemical name
LITCHI CHINENSIS FRUIT EXTRACT,294-483-7,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Ekstrakt ličija, Ekstrakt z liczi, Estratto di litchi, Extract de litchi, Extracto de lichi, Extrait de Litchi, Extrakt z liči, Extrato de lichia, Licsi kivonat, Litschi-Extrakt, Liçi özütü, Lychee-extract, Екстракт личија, Екстракт от личи, תמצית ליצ'י, مستخلص الليتشي, ライチエキス, 리치 추출물",Vegetal,,
LITHIUM HYDROXIDE,215-183-4,Regulated,"""Low penalty"" in all categories.","['pH regulator : Stabilises the pH of cosmetics', 'Hair waving or straightening : Modifies the chemical structure of the hair, to style it in the required style']",Hydroxyde de lithium,,,,
LITHOTHAMNION CALCAREUM EXTRACT,,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Alga kivonat, Algenextract, Algenextrakt, Ekstrakt algi, Ekstrakt z alg, Estratto di alghe, Extract de alge, Extracto de algas, Extrait d'algues, Extrakt z řas, Extrato de algas, Výťažok z rias, Yosun özütü, Екстракт алги, Екстракт от водорасли, תמצית אצות, مستخلص الطحالب, 藻類エキス, 조류 추출물",,,
LITSEA CUBEBA FRUIT OIL,- / 290-018-7,Essential oil,"""No penalty"" in all categories.","['Masking : Reduces or inhibits the odor or basic taste of the product', 'Tonic : Produces a feeling of well-being on skin and hair', 'Perfuming : Used for perfume and aromatic raw materials']",,"Aceite de fruta May-Chang, Huile de Verveine exotique, May-Chang fruitolie, May-Chang gyümölcsolaj, May-Chang meyve yağı, May-Chang voćno ulje, May-Chang-Fruchtöl, Olejek z owoców May-Chang, Olio di frutta di maggio-Chang, Ovocný olej May-Chang, Ulei de fructe May-Chang, Óleo de frutas May-Chang, Маи-Цханг воћно уље, Масло от плодове May-Chang, שמן פרי מאי-צ'אנג, زيت فاكهة ماي تشانج, メイチャン果実オイル, 메이창 과일 오일",Vegetal,,
LOBELIA INFLATA EXTRACT,283-642-6,"Regulated, Forbidden in Europe","""Strong penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,,,,
LONICERA CAPRIFOLIUM FLOWER EXTRACT,283-263-6,,"""No penalty"" in all categories.","['Skin conditioning : Maintains skin in good condition', 'Perfuming : Used for perfume and aromatic raw materials']",,"Ekstrakt cvijeta orlovih noktiju, Ekstrakt z kwiatów wiciokrzewu, Estratto di fiori di caprifoglio, Extract din flori de caprifoi, Extracto de flor de madreselva, Extrait de fleur de chèvrefeuille des jardins, Extrakt z květu zimolezu, Extrato de madressilva, Geißblatt-Blütenextrakt, Hanımeli çiçeği özütü, Kamperfoelie-extract, Loncvirág kivonat, Výťažok z kvetov medovky, Екстракт от цветя на орлови нокти, Екстракт цветова орлових ноктију, תמצית פרחי יערה, مستخلص زهرة زهر العسل, スイカズラ花エキス, 인동덩굴꽃 추출물",Vegetal,,
LONICERA JAPONICA FLOWER EXTRACT,,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Ekstrakt cvijeta japanske orlovih noktiju, Ekstrakt z kwiatów wiciokrzewu japońskiego, Estratto di fiori di caprifoglio giapponese, Extract din flori de caprifoi japonez, Extract van Japanse kamperfoeliebloem, Extracto de flor de madreselva japonesa, Extrait de fleur de Chèvrefeuille du Japon, Extrakt z kvetov zimolezu japonského, Extrakt z květu zimolezu japonského, Extrato de flor de madressilva japonesa, Japanischer Geißblattblumenextrakt, Japon Hanımeli çiçeği özü, Japán lonc virág kivonat, Екстракт от цветя на японски орлови нокти, Екстракт цвета јапанског орлових ноктију, תמצית פרחי יערה יפנית, مستخلص زهرة العسل الياباني, スイカズラエキス, 일본산 인동덩굴꽃 추출물",Vegetal,,
LUFFA CYLINDRICA SEED OIL,-,Vegetable oil,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Aceite de semilla de pepino egipcio, Egyiptomi uborkamag olaj, Egyptische komkommerzaadolie, Egyptský olej zo semien uhorky, Huile de graines de courge éponge, Mısır hıyarı çekirdeği yağı, Olej z nasion ogórka egipskiego, Olej ze semen egyptské okurky, Olio di semi di cetriolo egiziano, Ulei din semințe de castravete egiptean, Ulje sjemenki egipatskog krastavca, Ägyptisches Gurkenkernöl, Óleo de semente de pepino egípcio, Масло от семена на египетска краставица, Уље семена египатског краставца, שמן זרעי מלפפון מצרי, زيت بذور الخيار المصري, エジプトキュウリ種子油, 이집트산 오이씨 오일",,,
LUPINUS ALBUS SEED OIL,,Vegetable oil,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Aceite de semilla de altramuz blanco, Beyaz Lupin Tohumu Yağı, Fehér csillagfürt mag olaj, Huile de graines de Lupin blanc, Olej z nasion łubinu białego, Olej ze semen lupiny bílé, Olej zo semien lupiny bielej, Olio di semi di lupino bianco, Ulei de semințe de lupin alb, Ulje sjemena bijele lupine, Weißes Lupinensamenöl, Witte lupinezaadolie, Óleo de semente de tremoço branco, Масло от семена на бяла лупина, Уље семена белог лупина, שמן זרעי תורמוס לבן, زيت بذور الترمس الأبيض, ホワイトルピナス種子油, 화이트 루핀씨드 오일",Vegetal,,
LYCIUM BARBARUM FRUIT EXTRACT,285-375-0,,"""No penalty"" in all categories.","['Astringent : Helps tighten skin pores', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning : Maintains skin in good condition']",,"Bacca di Goji, Baies de goji, Baya de Goji, Goji bobice, Goji bobule, Goji bogyó, Goji meyvesi, Goji-Beere, Goji-bes, Jagody goji, boabe de Goji, Годжи бери, Гоји бобице, גוג'י ברי, توت غوجي, クコの実, 고지베리",Vegetal,,
LYSOLECITHIN,288-318-8,Quaternary ammonium cation,"""No penalty"" in all categories.",['Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)'],,,,,
M-AMINOPHENOL,209-711-2,"Regulated, Hair dye","""Low penalty"" in all categories.",[''],,"M-amino-fenol, M-aminofenol, M-aminophénol, M-amminofenolo, M-アミノフェノール, M-아미노페놀, М-аминофенол, م-أمينوفينول",,,
M-AMINOPHENOL HCL,200-125-2,"Regulated, Hair dye","""Low penalty"" in all categories.",[''],,,,,
M-AMINOPHENOL SULFATE,269-475-1,"Sulphate, Regulated, Hair dye","""Medium penalty"" in all categories.",[''],,,,,
M-PHENYLENEDIAMINE,,"Regulated, Forbidden in Europe","""Strong penalty"" in all categories.",['Hair dyeing : Colors the hair'],,,,,
M-PHENYLENEDIAMINE SULFATE,208-791-6,"Regulated, Forbidden in Europe","""Strong penalty"" in all categories.",['Hair dyeing : Colors the hair'],,,,,
MACADAMIA INTEGRIFOLIA SEED OIL,-,Vegetable oil,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Aceite de nuez de macadamia, Huile de noix de macadamia, Macadamia fındık yağı, Macadamia notenolie, Macadamianussöl, Makadámia dió olaj, Olej z makadamových orechov, Olej z makadamových ořechů, Olej z orzechów makadamia, Olio di noce di macadamia, Ulei de nuci de macadamia, Ulje oraha makadamije, Óleo de noz de macadâmia, Масло от макадамия, Уље макадамије, שמן אגוזי מקדמיה, زيت جوز المكاديميا, マカダミアナッツオイル, 마카다미아 너트 오일",Vegetal,,
MACADAMIA TERNIFOLIA SEED OIL,- / -,Vegetable oil,"""No penalty"" in all categories.",['Emollient : Softens and smoothes the skin'],,"Aceite de nuez de macadamia, Huile de noix de Macadamia, Macadamia fındık yağı, Macadamia notenolie, Macadamianussöl, Makadámia dió olaj, Olej z makadamových orechov, Olej z makadamových ořechů, Olej z orzechów makadamia, Olio di noce di macadamia, Ulei de nuci de macadamia, Ulje oraha makadamije, Óleo de Noz de Macadâmia, Масло от макадамия, Уље макадамије, שמן אגוזי מקדמיה, زيت جوز المكاديميا, マカダミアナッツオイル, 마카다미아 너트 오일",Vegetal,,
MACROCYSTIS PYRIFERA EXTRACT,,,"""No penalty"" in all categories.",[],,"Barna alga kivonat, Bruine algenextract, Ekstrakt smeđe alge, Ekstrakt z alg brunatnych, Estratto di alghe, Extract de alge brune, Extracto de algas marinas, Extrait d'algues brunes, Extrakt z hnědých řas, Extrato de alga marinha, Kahverengi Yosun özütü, Seetang-Extrakt, Výťažok z hnedých rias, Екстракт от кафяви водорасли, Екстракт смеђих алги, תמצית אצות חומות, مستخلص الطحالب البنية, 褐藻エキス, 갈조류 추출물",Vegetal,,
MAGNESIUM ALUMINUM SILICATE,215-478-8,Aluminum salt,"""No penalty"" in all categories.","['Absorbent : Absorbs water (or oil) in dissolved or fine form', 'Anticaking : Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics.', 'Opacifying : Reduces transparency or translucency of cosmetics', 'Viscosity controlling : Increases or decreases the viscosity of cosmetics']",,"Hořčík-hlinitý silikát, Kremičitan horečnato-hlinitý, Krzemian magnezowo-glinowy, Magnesium Aluminium Silicaat, Magnesium-Aluminium-Silikat, Magnezij aluminij silikat, Magnezyum Alüminyum Silikat, Magnézium-alumínium-szilikát, Silicat de magneziu aluminiu, Silicate d'aluminium et de magnésium, Silicato de Alumínio e Magnésio, Silicato de magnesio y aluminio, Silicato di magnesio e alluminio, Магнезиев алуминиев силикат, Магнезијум алуминијум силикат, מגנזיום אלומיניום סיליקט, سيليكات المغنيسيوم والألومنيوم, マグネシウムアルミニウムケイ酸塩, 마그네슘 알루미늄 규산염",,,
MAGNESIUM CARBONATE,208-915-9,Regulated,"""No penalty"" in all categories.","['Absorbent : Absorbs water (or oil) in dissolved or fine form', 'Binding agent : Allows the cohesion of different cosmetic ingredients', 'Bulking : Reduces apparent cosmetics density.', 'Cosmetic colorant : Color cosmetics and / or give a color to the skin', 'Opacifying : Reduces transparency or translucency of cosmetics']",Carbonate de magnésium,,"Synthetic, Mineral",,
MAGNESIUM CHLORIDE,232-094-6/ -,,"""No penalty"" in all categories.","['Viscosity controlling : Increases or decreases the viscosity of cosmetics', 'Flavouring agent : Gives an aroma to the cosmetic product']",,"Chlorek magnezu, Chlorid horečnatý, Chlorid hořečnatý, Chlorure de magnésium, Cloreto de magnésio, Clorura de magneziu, Cloruro de magnesio, Cloruro di magnesio, Magnesiumchlorid, Magnesiumchloride, Magnezijev klorid, Magnezyum klorür, Magnézium-klorid, Магнезиев хлорид, Магнезијум хлорид, מגנזיום כלורי, كلوريد الماغنيسيوم, 塩化マグネシウム, 염화마그네슘","Synthetic, Mineral",E511,
MAGNESIUM FLUOROSILICATE,241-022-2,Regulated,"""Low penalty"" in all categories.","['Antiplaque : Helps prevent plaque formation', 'Oral care/hygiene agent : Provides cosmetic effects to the oral cavity (cleaning, deodorization and protection)']",Hexafluorosilicate de magnésium,,,,
MAGNESIUM LAURETH SULFATE,,"Sulphate, Ethoxylated compound, Anionic surfactant","""Medium penalty"" in all categories.","['Cleansing : Helps to keep a clean surface', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",Laureth sulfate de magnésium,,"Vegetal, Synthetic",,
MAGNESIUM NITRATE,233-826-7,,"""No penalty"" in all categories.","['Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine']",,"Azotan magnezu, Dusičnan horečnatý, Dusičnan hořečnatý, Magnesium Nitraat, Magnesiumnitrat, Magnezijev nitrat, Magnezyum Nitrat, Magnézium-nitrát, Nitrat de magneziu, Nitrate de magnésium, Nitrato de Magnésio, Nitrato de magnesio, Nitrato di magnesio, Магнезиев нитрат, Магнезијум нитрат, מגנזיום חנקתי, نترات المغنيسيوم, 硝酸マグネシウム, 질산마그네슘",,,
MAGNESIUM SALICYLATE,242-669-3,"Regulated, Preservative","""Low penalty"" in all categories.",['Preservative : Inhibits the development of microorganisms in cosmetic products.'],,,,,
MAGNESIUM STEARATE,209-150-3,Regulated,"""No penalty"" in all categories.","['Anticaking : Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics.', 'Bulking : Reduces apparent cosmetics density.', 'Cosmetic colorant : Color cosmetics and / or give a color to the skin', 'Moisturising : Increases the water content of the skin and helps keep it smooth and smooth']",,"Estearato de magnesio, Magnesiumstearaat, Magnesiumstearat, Magnezijev stearat, Magnezyum stearat, Magnézium-sztearát, Stearan hořečnatý, Stearat de magneziu, Stearato di magnesio, Stearynian magnezu, Stearát horečnatý, Stéarate de magnésium, Магнезиев стеарат, Магнезијум стеарат, מגנזיום סטארט, ستيرات المغنيسيوم, ステアリン酸マグネシウム, 마그네슘스테아레이트","Vegetal, Animal, Synthetic, Mineral",E572,
MAGNESIUM SULFATE,231-298-2,Sulphate,"""Low penalty"" in all categories.","['Bulking : Reduces apparent cosmetics density.', 'Viscosity controlling : Increases or decreases the viscosity of cosmetics']",,"Magnesiumsulfaat, Magnesiumsulfat, Magnezijev sulfat, Magnezyum Sülfat, Magnézium-szulfát, Siarczan magnezu, Solfato di magnesio, Sulfat de magneziu, Sulfate de magnésium, Sulfato de Magnésio, Sulfato de magnesio, Síran horečnatý, Síran hořečnatý, Магнезиев сулфат, Магнезијум сулфат, מגנזיום סולפט, كبريتات المغنيسيوم, 硫酸マグネシウム, 황산마그네슘",,E518,
MAGNOLIA OFFICINALIS BARK EXTRACT,,,"""No penalty"" in all categories.","['Antimicrobial : Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Skin conditioning : Maintains skin in good condition']",,"Ekstrakt kore magnolije, Ekstrakt z kory magnolii, Estratto di corteccia di magnolia, Extract de scoarță de magnolie, Extracto de corteza de magnolia, Extrait d'écorce de Magnolia, Extrakt z kôry magnólie, Extrakt z kůry magnólie, Extrato de casca de magnólia, Magnolia schors extract, Magnolienrindenextrakt, Magnólia kéreg kivonat, Manolya kabuğu özütü, Екстракт коре магнолије, Екстракт от кора на магнолия, תמצית קליפת מגנוליה, مستخلص لحاء الماغنوليا, マグノリア樹皮エキス, 목련나무껍질 추출물",Vegetal,,
